Entity,Code,Year,fruit__00002919__food_available_for_consumption__0645pc__kilograms_per_year_per_capita,ny_gdp_pcap_pp_kd,population_historical,owid_region
Japan,JPN,1977,164.24160608,,115574280.0,
Japan,JPN,1978,153.4630571,,116576941.0,
Japan,JPN,1979,166.4916886,,117521561.0,
Japan,JPN,1980,150.15339740000002,,118358761.0,
Japan,JPN,1981,143.46406004000002,,118994055.0,
Japan,JPN,1982,151.13577508,,119485773.0,
Japan,JPN,1983,150.81907218,,119948942.0,
Japan,JPN,1984,128.6072019,,120384396.0,
Japan,JPN,1985,140.8249578,,120832158.0,
Japan,JPN,1986,141.69277608000002,,121366733.0,
Japan,JPN,1987,150.19375760000003,,121943589.0,
Japan,JPN,1988,140.62492136,,122476957.0,
Japan,JPN,1989,141.30344948,,122947411.0,
Japan,JPN,1990,135.97668124,32846.39,123399767.0,
Japan,JPN,1991,127.54668490000002,33870.375,123889870.0,
Japan,JPN,1992,140.5167078,34048.785,124383707.0,
Japan,JPN,1993,135.41668004000002,33782.734,124839954.0,
Japan,JPN,1994,141.56618260000002,34053.523,125286862.0,
Japan,JPN,1995,144.7444456,34867.582,125672659.0,
Japan,JPN,1996,136.0668656,35878.79,125975305.0,
Japan,JPN,1997,144.77160722000002,36144.617,126265926.0,
Japan,JPN,1998,129.02258590000002,35588.625,126549181.0,
Japan,JPN,1999,144.6123776,35405.082,126801566.0,
Japan,JPN,2000,139.6809667,36323.094,127027796.0,
Japan,JPN,2001,145.4391726,36375.586,127260144.0,
Japan,JPN,2002,153.20369418,36306.332,127484599.0,
Japan,JPN,2003,150.1690154,36784.883,127671255.0,
Japan,JPN,2004,156.7407684,37576.39,127815770.0,
Japan,JPN,2005,164.21712692000003,38250.637,127913331.0,
Japan,JPN,2006,150.28751218000002,38751.004,127997248.0,
Japan,JPN,2007,157.51661584,39280.895,128087684.0,
Japan,JPN,2008,149.94355998000003,38781.2,128155991.0,
Japan,JPN,2009,143.0466046,36577.863,128192471.0,
Japan,JPN,2010,130.2048,38069.957,128185273.0,
Japan,JPN,2011,135.10940000000002,38149.617,128096431.0,
Japan,JPN,2012,138.4796,38735.895,127928283.0,
Japan,JPN,2013,135.5752,39569.637,127723641.0,
Japan,JPN,2014,133.82161096000002,39739.543,127486600.0,
Japan,JPN,2015,132.20498904000002,40402.582,127275868.0,
Japan,JPN,2016,129.8212,40727.97,127159949.0,
Japan,JPN,2017,126.20440000000002,41444.215,127064685.0,
Japan,JPN,2018,130.1774,41763.82,126913433.0,
Japan,JPN,2019,124.83440000000002,41654.33,126699422.0,
Japan,JPN,2020,127.7114,40044.508,126304536.0,
Japan,JPN,2021,119.875,41258.71,125679341.0,
Japan,JPN,2022,,41837.91,124997586.0,
Japan,JPN,-10000,,,5202.0,
Japan,JPN,-9000,,,7803.0,
Japan,JPN,-8000,,,11705.0,
Japan,JPN,-7000,,,17558.0,
Japan,JPN,-6000,,,26337.0,
Japan,JPN,-5000,,,39506.0,
Japan,JPN,-4000,,,59259.0,
Japan,JPN,-3000,,,88888.0,
Japan,JPN,-2000,,,133333.0,
Japan,JPN,-1000,,,200000.0,
Japan,JPN,0,,,300000.0,
Japan,JPN,100,,,500000.0,
Japan,JPN,200,,,700000.0,
Japan,JPN,300,,,1100000.0,
Japan,JPN,400,,,1500000.0,
Japan,JPN,500,,,2250000.0,
Japan,JPN,600,,,3000000.0,
Japan,JPN,700,,,4500000.0,
Japan,JPN,800,,,5500000.0,
Japan,JPN,900,,,6400000.0,
Japan,JPN,1000,,,6000000.0,
Japan,JPN,1100,,,6200000.0,
Japan,JPN,1200,,,6400000.0,
Japan,JPN,1300,,,7300000.0,
Japan,JPN,1400,,,9300000.0,
Japan,JPN,1500,,,12300000.0,
Japan,JPN,1600,,,17000000.0,
Japan,JPN,1700,,,26700000.0,
Japan,JPN,1710,,,29000000.0,
Japan,JPN,1720,,,29000000.0,
Japan,JPN,1730,,,29000000.0,
Japan,JPN,1740,,,29000000.0,
Japan,JPN,1750,,,29000000.0,
Japan,JPN,1760,,,28800000.0,
Japan,JPN,1770,,,28600000.0,
Japan,JPN,1780,,,28400000.0,
Japan,JPN,1790,,,28200000.0,
Japan,JPN,1800,,,28000000.0,
Japan,JPN,1801,,,28142859.0,
Japan,JPN,1802,,,28286447.0,
Japan,JPN,1803,,,28430767.0,
Japan,JPN,1804,,,28575824.0,
Japan,JPN,1805,,,28721621.0,
Japan,JPN,1806,,,28868162.0,
Japan,JPN,1807,,,29015450.0,
Japan,JPN,1808,,,29163490.0,
Japan,JPN,1809,,,29312285.0,
Japan,JPN,1810,,,29462603.0,
Japan,JPN,1811,,,29612924.0,
Japan,JPN,1812,,,29764012.0,
Japan,JPN,1813,,,29915872.0,
Japan,JPN,1814,,,30068506.0,
Japan,JPN,1815,,,30221918.0,
Japan,JPN,1816,,,30376114.0,
Japan,JPN,1817,,,30531096.0,
Japan,JPN,1818,,,30686869.0,
Japan,JPN,1819,,,30818368.0,
Japan,JPN,1820,,,30925444.0,
Japan,JPN,1821,,,31007944.0,
Japan,JPN,1822,,,31065718.0,
Japan,JPN,1823,,,31098612.0,
Japan,JPN,1824,,,31131540.0,
Japan,JPN,1825,,,31164504.0,
Japan,JPN,1826,,,31197502.0,
Japan,JPN,1827,,,31230535.0,
Japan,JPN,1828,,,31263603.0,
Japan,JPN,1829,,,31296707.0,
Japan,JPN,1830,,,31329845.0,
Japan,JPN,1831,,,31363019.0,
Japan,JPN,1832,,,31396227.0,
Japan,JPN,1833,,,31429471.0,
Japan,JPN,1834,,,31462750.0,
Japan,JPN,1835,,,31496064.0,
Japan,JPN,1836,,,31529414.0,
Japan,JPN,1837,,,31562799.0,
Japan,JPN,1838,,,31596219.0,
Japan,JPN,1839,,,31629675.0,
Japan,JPN,1840,,,31663166.0,
Japan,JPN,1841,,,31696692.0,
Japan,JPN,1842,,,31730255.0,
Japan,JPN,1843,,,31763853.0,
Japan,JPN,1844,,,31797486.0,
Japan,JPN,1845,,,31831155.0,
Japan,JPN,1846,,,31864860.0,
Japan,JPN,1847,,,31898600.0,
Japan,JPN,1848,,,31932376.0,
Japan,JPN,1849,,,31982941.0,
Japan,JPN,1850,,,32050374.0,
Japan,JPN,1851,,,32138471.0,
Japan,JPN,1852,,,32243620.0,
Japan,JPN,1853,,,32365906.0,
Japan,JPN,1854,,,32488655.0,
Japan,JPN,1855,,,32611870.0,
Japan,JPN,1856,,,32735551.0,
Japan,JPN,1857,,,32859701.0,
Japan,JPN,1858,,,32984321.0,
Japan,JPN,1859,,,33109414.0,
Japan,JPN,1860,,,33234981.0,
Japan,JPN,1861,,,33361024.0,
Japan,JPN,1862,,,33487544.0,
Japan,JPN,1863,,,33614544.0,
Japan,JPN,1864,,,33742025.0,
Japan,JPN,1865,,,33869990.0,
Japan,JPN,1866,,,33998439.0,
Japan,JPN,1867,,,34127374.0,
Japan,JPN,1868,,,34256799.0,
Japan,JPN,1869,,,34407430.0,
Japan,JPN,1870,,,34579492.0,
Japan,JPN,1871,,,34773210.0,
Japan,JPN,1872,,,34988811.0,
Japan,JPN,1873,,,35226524.0,
Japan,JPN,1874,,,35465852.0,
Japan,JPN,1875,,,35706805.0,
Japan,JPN,1876,,,35949395.0,
Japan,JPN,1877,,,36193632.0,
Japan,JPN,1878,,,36439528.0,
Japan,JPN,1879,,,36700906.0,
Japan,JPN,1880,,,36977992.0,
Japan,JPN,1881,,,37271015.0,
Japan,JPN,1882,,,37580207.0,
Japan,JPN,1883,,,37905801.0,
Japan,JPN,1884,,,38234217.0,
Japan,JPN,1885,,,38565477.0,
Japan,JPN,1886,,,38899606.0,
Japan,JPN,1887,,,39236630.0,
Japan,JPN,1888,,,39576573.0,
Japan,JPN,1889,,,39928082.0,
Japan,JPN,1890,,,40291341.0,
Japan,JPN,1891,,,40666539.0,
Japan,JPN,1892,,,41053865.0,
Japan,JPN,1893,,,41453511.0,
Japan,JPN,1894,,,41857048.0,
Japan,JPN,1895,,,42264512.0,
Japan,JPN,1896,,,42675942.0,
Japan,JPN,1897,,,43091376.0,
Japan,JPN,1898,,,43510855.0,
Japan,JPN,1899,,,43952420.0,
Japan,JPN,1900,,,44416502.0,
Japan,JPN,1901,,,44903535.0,
Japan,JPN,1902,,,45413962.0,
Japan,JPN,1903,,,45948233.0,
Japan,JPN,1904,,,46488789.0,
Japan,JPN,1905,,,47035703.0,
Japan,JPN,1906,,,47589051.0,
Japan,JPN,1907,,,48148908.0,
Japan,JPN,1908,,,48715351.0,
Japan,JPN,1909,,,49292444.0,
Japan,JPN,1910,,,49880362.0,
Japan,JPN,1911,,,50479280.0,
Japan,JPN,1912,,,51089380.0,
Japan,JPN,1913,,,51710843.0,
Japan,JPN,1914,,,52339865.0,
Japan,JPN,1915,,,52976538.0,
Japan,JPN,1916,,,53620954.0,
Japan,JPN,1917,,,54273209.0,
Japan,JPN,1918,,,54927094.0,
Japan,JPN,1919,,,55611871.0,
Japan,JPN,1920,,,56328237.0,
Japan,JPN,1921,,,57076902.0,
Japan,JPN,1922,,,57858589.0,
Japan,JPN,1923,,,58674033.0,
Japan,JPN,1924,,,59500970.0,
Japan,JPN,1925,,,60339562.0,
Japan,JPN,1926,,,61189973.0,
Japan,JPN,1927,,,62052369.0,
Japan,JPN,1928,,,62926919.0,
Japan,JPN,1929,,,63798063.0,
Japan,JPN,1930,,,64665549.0,
Japan,JPN,1931,,,65529121.0,
Japan,JPN,1932,,,66388515.0,
Japan,JPN,1933,,,67243463.0,
Japan,JPN,1934,,,68109421.0,
Japan,JPN,1935,,,68986531.0,
Japan,JPN,1936,,,69874936.0,
Japan,JPN,1937,,,70774782.0,
Japan,JPN,1938,,,71686216.0,
Japan,JPN,1939,,,72625078.0,
Japan,JPN,1940,,,73591941.0,
Japan,JPN,1941,,,74587386.0,
Japan,JPN,1942,,,75612006.0,
Japan,JPN,1943,,,76666406.0,
Japan,JPN,1944,,,77735509.0,
Japan,JPN,1945,,,78819521.0,
Japan,JPN,1946,,,79918650.0,
Japan,JPN,1947,,,81033105.0,
Japan,JPN,1948,,,82163102.0,
Japan,JPN,1949,,,83270008.0,
Japan,JPN,1950,,,86443279.0,
Japan,JPN,1951,,,87849930.0,
Japan,JPN,1952,,,89135134.0,
Japan,JPN,1953,,,90324185.0,
Japan,JPN,1954,,,91407672.0,
Japan,JPN,1955,,,92425476.0,
Japan,JPN,1956,,,93342005.0,
Japan,JPN,1957,,,94108980.0,
Japan,JPN,1958,,,94846958.0,
Japan,JPN,1959,,,95622973.0,
Japan,JPN,1960,,,96399754.0,
Japan,JPN,2023,,,124370947.0,Asia
