STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,UNIT_MEASURE,Unit of measure,TYPE,Type of patent counting,TECH,Technological domain,PAT,Regional patent office,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2010,,27.72978,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2011,,26.35936,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2019,,45.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2020,,51.2,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2021,,21.32,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2010,,60.75,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2011,,62.54,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2012,,57.34,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2013,,60.16,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2014,,48.3,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2015,,50.05,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2016,,54.51,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2017,,52.5,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2013,,25.04988,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2014,,25.42998,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2015,,26.99958,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2016,,24.05688,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2017,,25.97568,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2018,,25.52354,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2019,,27.99554,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2020,,26.02041,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2021,,27.51375,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2010,,28.32781,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2011,,28.13966,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2014,,7.150259,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2015,,7.87321,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2016,,6.784661,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2017,,7.29927,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2018,,5.904762,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2019,,6.612411,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2020,,8.918617,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2021,,5.670816,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2010,,8.411215,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2011,,11.26461,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_COL,Percentage of collaborations in all technologies,COL,International collaboration in development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2012,,10.04274,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2013,,10.20318,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2014,,10.71768,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2015,,10.62874,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2016,,10.83791,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2017,,11.11055,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2018,,9.769007,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2019,,11.43205,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2020,,13.10975,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2021,,10.89977,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2010,,13.46772,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2011,,12.31001,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2013,,670.83,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2014,,607.95,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2015,,606.36,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2016,,630.54,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2017,,623.35,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2018,,693,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2019,,648.78,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2020,,609.96,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2021,,455.49,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2010,,548.91,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,COL,International collaboration in development of environment-related technologies,TOT,All technologies (total patents),_Z,Not applicable,2011,,602.24,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2013,,7.554212,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2014,,5.070627,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2015,,5.504107,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2016,,8.206573,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2017,,8.402415,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2018,,5.694604,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2019,,9.499848,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2020,,8.821326,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2021,,6.660177,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2010,,5.947254,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2011,,5.533901,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2013,,0.4895322,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2014,,0.4832467,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2015,,0.3522574,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2016,,0.3488232,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2017,,0.2002638,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2018,,0.2385358,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2019,,0.3415102,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2020,,0.2959,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2021,,0.06253268,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2010,,0.1908273,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2011,,0.3579249,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,_Z,Not applicable,2013,,2.077848,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,_Z,Not applicable,2014,,1.581115,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,_Z,Not applicable,2015,,2.054718,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,_Z,Not applicable,2016,,3.017743,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,_Z,Not applicable,2017,,2.899478,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,_Z,Not applicable,2018,,1.265162,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,OCEAN,Sustainable ocean economy,_Z,Not applicable,2019,,1.473288,,A,Normal value,0,Units,2,Two
