STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,UNIT_MEASURE,Unit of measure,TYPE,Type of patent counting,TECH,Technological domain,PAT,Regional patent office,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2016,,2.709507,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2017,,3.075744,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2018,,3.270755,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2019,,1.50229,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2020,,2.703342,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2021,,3.657053,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2010,,3.788589,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2011,,1.597589,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2013,,0.3756001,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2014,,0.1585455,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2015,,0.3585477,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2016,,0.3537019,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2017,,0.3294663,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2018,,0.3868148,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2019,,0.1655011,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2020,,0.3590697,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2021,,0.3751961,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2010,,0.6476985,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DEV,Development of environment-related technologies,GHG,"Capture, storage, sequestration or disposal of greenhouse gases",_Z,Not applicable,2011,,0.2988242,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2013,,3.474938,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2014,,3.449837,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2015,,2.44627,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2016,,2.370788,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2017,,1.308919,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2018,,1.699196,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2019,,2.255672,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2020,,1.690564,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2021,,0.4867052,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2010,,1.041244,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ICT,Climate change mitigation in information and communication technologies (ICT),_Z,Not applicable,2011,,2.107966,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2013,,1.063948,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2014,,0.9899663,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2015,,1.274262,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2016,,1.109239,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2017,,1.154705,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2018,,1.38932,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2019,,1.293147,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2020,,1.624846,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2021,,1.344446,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2010,,1.219066,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,GOODS,Climate change mitigation technologies in the production or processing of goods,_Z,Not applicable,2011,,1.303496,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2013,,6.892799,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2014,,6.490582,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2015,,6.47482,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2016,,6.537626,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2017,,6.970412,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2018,,7.052085,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2019,,7.653725,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2020,,8.67347,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2021,,8.687068,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2010,,5.668719,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DIFF,Diffusion of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2011,,6.287997,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2013,,2.516584,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2014,,1.738829,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2015,,2.01318,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2016,,3.023072,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2017,,2.961585,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2018,,1.85271,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2019,,2.77697,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2020,,2.347866,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2021,,1.456528,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2010,,2.340344,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,IX,Index,DEV,Development of environment-related technologies,WAT_WASTE,Climate change mitigation technologies related to wastewater treatment or waste management,_Z,Not applicable,2011,,2.05042,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2012,,11.27788,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2013,,10.53088,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2014,,9.795045,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2015,,9.691498,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2016,,9.608585,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2017,,10.05797,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2018,,9.820486,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2019,,9.395751,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2020,,9.91624,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2021,,10.99216,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH,Percentage of technologies,DIFF,Diffusion of environment-related technologies,ENV_PAT,Environment-related technologies,_Z,Not applicable,2010,,12.81661,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2013,,23.76022,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2014,,29.11988,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2015,,25.10484,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2016,,23.52137,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2017,,22.72311,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2018,,24.16533,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2019,,25.54548,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2020,,25.52942,,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.ENV.EPI:DSD_PAT_IND@DF_PAT_IND(1.0),Patents - indicators,I,AUS,Australia,A,Annual,PT_TECH_ENV,Percentage of environment related technologies,DEV,Development of environment-related technologies,ENE,"Climate change mitigation technologies related to energy generation, transmission or distribution",_Z,Not applicable,2021,,27.15303,,A,Normal value,0,Units,2,Two
